0.000000000000000000e+00 -3.993111642839418385e-02 5.379705900199518304e-02 2.742412087248842847e-02 6.455261922850502598e-02 -9.151320222334490342e-03 -1.522649837605150004e-03 7.106380549975251787e-03 -1.952641471125749926e-03 2.660550157742710086e-04
1.000000000000000056e-01 -1.879824804684377404e-01 -5.609340828799101383e-03 -5.990160957902321281e-03 1.469604527900083592e-02 -1.192416526126652276e-02 -3.569686204717783390e-03 -1.155520158165335501e-02 -1.056448939993226942e-02 -8.533524861186074506e-03
2.000000000000000111e-01 -5.578222783141609589e-03 -6.788933947810382730e-02 -2.621508800721638471e-02 -5.160351019900077940e-02 -2.306521884762521152e-02 -1.095993749920752200e-02 -1.770891552506834513e-02 -1.709289416994318883e-02 -1.498052994344010146e-02
3.000000000000000444e-01 -9.498969773417370588e-02 -1.014313678857357570e-01 -2.440882232170822619e-02 1.772845222105547819e-02 -2.862764078016538649e-02 -1.710468917657386595e-02 -2.361621386824015734e-02 -1.826398164813929775e-02 -1.858466343814519500e-02
4.000000000000000222e-01 -3.981340065360063768e-02 -1.152551469627726040e-02 -2.151034935339308021e-02 -6.902463440355048607e-03 -2.502637078421000166e-02 -1.588067296756384347e-02 -2.217412528999474289e-02 -2.080826381983885351e-02 -2.269541243240009304e-02
5.000000000000000000e-01 -4.559074130247464662e-02 3.139389346070380060e-03 -3.224865770835803197e-02 -2.910623590421782675e-02 -2.339448806153880678e-02 -2.691809429958241448e-02 -1.871595298972194774e-02 -2.317602784546712175e-02 -2.035234740749694571e-02
6.000000000000000888e-01 9.188731903116710564e-02 -1.741354564004235841e-02 1.348315690292857180e-02 1.356367149750774964e-03 -1.258641216337394106e-02 -1.430046127509482234e-02 -1.790485475620572087e-02 -1.649576589670033802e-02 -1.754360279021418764e-02
7.000000000000000666e-01 -1.771413597311306265e-01 -7.840089852286413752e-02 -3.094144386359047941e-02 -5.884971624754029712e-02 2.716761784636052141e-04 -1.127670583455151442e-02 -1.197233990880949839e-02 -1.101657443698010434e-02 -1.136815341994637518e-02
8.000000000000000444e-01 -8.789686006743852031e-02 -4.044744861563073779e-02 4.223999508283020343e-02 -3.079970945936852389e-02 -9.409698333980651488e-03 -1.350780814210414925e-02 -6.738002905254782474e-03 -3.468112216424050747e-03 -6.219323290759671240e-03
9.000000000000000222e-01 -3.183791248296901494e-02 -1.608239566083123281e-02 5.610273370405077960e-03 2.982869971666945227e-03 6.485337035294848514e-03 8.663244439418215856e-03 5.950434490291634654e-03 4.729883721433962747e-03 4.112990579033743224e-03
1.000000000000000000e+00 -3.873279895391964350e-02 -1.143046436603596672e-01 1.252949152515709860e-02 2.823964899183684790e-02 2.172177035227368727e-02 3.100398526397873250e-02 1.323364783368152775e-02 1.735706209522673224e-02 1.710533774886032615e-02
1.100000000000000089e+00 -7.991692500496488938e-02 1.206722702700670502e-01 -1.348891184463119758e-02 1.905250579658557958e-02 2.127285249892619731e-02 2.988407715417238861e-02 2.752192510361557362e-02 3.091757786579886827e-02 2.915367304515808361e-02
1.200000000000000178e+00 6.710583148283555399e-02 -5.838327996713923995e-03 3.105765697992652480e-02 2.898106260304921661e-02 4.048362896630288560e-02 4.131057194832760820e-02 4.110289090078436680e-02 4.106580137480582426e-02 4.118473299682591515e-02
1.300000000000000044e+00 1.318890092091066502e-01 1.720475328579346708e-01 3.409767873114438741e-02 5.244473684759214105e-02 7.204453536408395031e-02 5.571119696092220741e-02 5.474650568101767367e-02 5.652238121369037444e-02 5.545376608189358375e-02
1.400000000000000133e+00 1.957199797240881944e-01 1.781025148700119132e-01 9.782801654368926403e-02 8.907307347844885259e-02 5.345929976120747384e-02 6.715840357531008276e-02 6.919526219699288772e-02 7.311295936695519360e-02 7.133949224096246267e-02
1.500000000000000000e+00 1.869061442232761994e-01 6.436514707247065203e-02 8.368728123253446616e-02 1.002866259433303903e-01 6.877900132554920498e-02 9.733905277163326653e-02 8.749949779092233704e-02 8.667778149988848713e-02 8.556703102312082643e-02
1.600000000000000089e+00 1.041331587961193128e-01 1.082102003653949568e-01 7.344785302992698495e-02 1.062689238151693638e-01 9.805323054250783543e-02 1.024305299893019383e-01 9.928641694180970201e-02 1.022417536276400141e-01 1.019220767242526166e-01
1.700000000000000178e+00 1.536712929452409282e-01 7.628517845656038188e-02 1.265357838041054062e-01 9.927147327401375509e-02 1.150591608821824180e-01 1.090805566430183143e-01 1.184761970925024832e-01 1.200606234663138122e-01 1.160610179528184793e-01
1.800000000000000044e+00 2.537070733100292297e-01 2.113274827951878987e-02 1.014110420043606853e-01 1.403610278679403578e-01 1.337809308392935992e-01 1.278203553446106422e-01 1.277496963581700451e-01 1.334063761519885261e-01 1.345495985996247312e-01
1.900000000000000133e+00 4.854616301121256194e-02 1.020622994387999083e-01 1.231331991158372274e-01 1.361052550573954023e-01 1.427374654366203588e-01 1.392635436430395557e-01 1.460259622512839750e-01 1.479875638907371116e-01 1.457283585048518293e-01
2.000000000000000000e+00 1.839964631956571839e-01 1.111243164906206005e-01 1.524051022754922546e-01 1.510465213492152015e-01 1.695128231216766757e-01 1.490252118428455896e-01 1.571585611822040318e-01 1.608081732636209016e-01 1.611332938914590285e-01
2.100000000000000089e+00 2.311331589171892187e-01 2.710667925546716983e-02 1.591978918201354121e-01 1.541494518943608560e-01 1.820887898231105528e-01 1.612154507888359789e-01 1.769227548369511072e-01 1.745540458277280993e-01 1.724814691291338964e-01
2.200000000000000178e+00 3.347894642187818071e-02 1.500663474985179102e-01 1.603282501782825331e-01 1.846382966503939127e-01 1.780633912879181768e-01 1.838178681124324754e-01 1.827223013202513568e-01 1.837283268866357622e-01 1.841858098809403543e-01
2.300000000000000266e+00 1.294071568798934035e-01 2.429827259841413623e-01 2.207554338248907400e-01 2.165176745735542252e-01 1.867107227383359713e-01 1.898104863101748863e-01 1.962838980597912397e-01 1.931171356934093530e-01 1.949141217409578186e-01
2.400000000000000355e+00 1.241236110486425570e-01 1.653492308918955156e-01 2.016118243543565669e-01 1.986099340932326318e-01 1.896270744559057086e-01 1.981817602369991271e-01 1.993082494359769974e-01 1.982975124019236424e-01 2.004956281471024504e-01
2.500000000000000000e+00 2.737663758559354399e-01 1.402626980608679963e-01 1.801396294671614440e-01 2.223851743016119764e-01 1.871794722892880514e-01 2.075378490741253967e-01 2.020524986474281082e-01 2.055417949578416115e-01 2.078954538810583730e-01
2.600000000000000089e+00 2.233796296621489708e-01 2.403708418925012691e-01 1.871269062813316342e-01 2.124252558278484082e-01 1.941044080287555873e-01 2.145670551355539357e-01 2.072792790679386099e-01 2.131738850099740568e-01 2.101554659497560928e-01
